d1,d1,Bike,Rampura,1,108.00,1,0.0,0
d2,d2,CNG,Gulshan-1,1,0.00,0,0.0,0
d3,d3,UberX,Gulshan-2,1,0.00,0,0.0,0
d4,d4,Premium,Tejgaon,1,928.00,1,5.0,1
d5,d5,Bike,Uttara-1,1,0.00,0,0.0,0
d6,d6,CNG,Uttara-3,1,0.00,0,0.0,0
d7,d7,UberX,Uttara-7,1,0.00,0,0.0,0
d8,d8,Premium,Mirpur-1,1,0.00,0,0.0,0
d9,d9,Bike,Mirpur-10,1,0.00,0,0.0,0
d10,d10,CNG,Mirpur-12,1,0.00,0,0.0,0
d11,d11,UberX,Mohammadpur,1,0.00,0,0.0,0
d12,d12,Premium,Farmgate,1,0.00,0,0.0,0
d13,d13,Bike,Karwan Bazar,1,0.00,0,0.0,0
d14,d14,CNG,Shahbagh,1,0.00,0,0.0,0
d15,d15,UberX,Ramna,1,0.00,0,0.0,0
d16,d16,Premium,Motijheel,1,0.00,0,0.0,0
d17,d17,Bike,Paltan,1,0.00,0,0.0,0
d18,d18,CNG,Kamalapur,1,0.00,0,0.0,0
d19,d19,UberX,Jatrabari,1,0.00,0,0.0,0
d20,d20,Premium,Demra,1,0.00,0,0.0,0
d21,d21,Bike,Bijoynagar,1,108.00,1,0.0,0
d22,d22,CNG,Rampura,1,0.00,0,0.0,0
d23,d23,UberX,Malibagh,1,0.00,0,0.0,0
d24,d24,Premium,Moghbazar,1,0.00,0,0.0,0
d25,d25,Bike,Wari,1,120.00,1,5.0,1
d26,d26,CNG,Agargaon,1,0.00,0,0.0,0
d27,d27,UberX,Shewrapara,1,0.00,0,0.0,0
d28,d28,Premium,Kazipara,1,0.00,0,0.0,0
d29,d29,Bike,Pallabi,1,0.00,0,0.0,0
d30,d30,CNG,Kallyanpur,1,0.00,0,0.0,0
d31,d31,UberX,Gabtoli,1,0.00,0,0.0,0
d32,d32,Premium,Hazaribagh,1,0.00,0,0.0,0
d33,d33,Bike,Lalbagh,1,0.00,0,0.0,0
d34,d34,CNG,Chawk Bazar,1,0.00,0,0.0,0
d35,d35,UberX,Sadarghat,1,0.00,0,0.0,0
d36,d36,Premium,Keraniganj,1,0.00,0,0.0,0
d37,d37,Bike,Shyampur,1,0.00,0,0.0,0
d38,d38,CNG,Postogola,1,0.00,0,0.0,0
d39,d39,UberX,Wari,1,0.00,0,0.0,0
d40,d40,Premium,Sutrapur,1,0.00,0,0.0,0
d41,d41,Bike,Bangshal,1,0.00,0,0.0,0
d42,d42,CNG,Islampur,1,0.00,0,0.0,0
d43,d43,UberX,New Market,1,0.00,0,0.0,0
d44,d44,Premium,Elephant Road,1,0.00,0,0.0,0
d45,d45,Bike,Science Lab,1,0.00,0,0.0,0
d46,d46,CNG,Green Road,1,0.00,0,0.0,0
d47,d47,UberX,Panthapath,1,0.00,0,0.0,0
d48,d48,Premium,Bashundhara,1,0.00,0,0.0,0
d49,d49,Bike,Kuril,1,0.00,0,0.0,0
d50,d50,CNG,Airport,1,1167.82,1,5.0,1
d51,d51,UberX,Airport,1,0.00,0,0.0,0
d52,d52,Premium,Khilkhet,1,0.00,0,0.0,0
d53,d53,Bike,Baridhara,1,0.00,0,0.0,0
d54,d54,CNG,DOHS Mohakhali,1,0.00,0,0.0,0
d55,d55,UberX,Mohakhali,1,0.00,0,0.0,0
d56,d56,Premium,Nakhalpara,1,0.00,0,0.0,0
d57,d57,Bike,Eskaton,1,0.00,0,0.0,0
d58,d58,CNG,Hatirpool,1,0.00,0,0.0,0
d59,d59,UberX,Kakrail,1,0.00,0,0.0,0
d60,d60,Premium,Bijoynagar,1,0.00,0,0.0,0
d61,d61,Bike,Dhanmondi,1,0.00,0,0.0,0
d62,d62,CNG,Gulshan-1,1,0.00,0,0.0,0
d63,d63,UberX,Gulshan-2,1,0.00,0,0.0,0
d64,d64,Premium,Banani,1,0.00,0,0.0,0
d65,d65,Bike,Uttara-1,1,0.00,0,0.0,0
d66,d66,CNG,Uttara-3,1,0.00,0,0.0,0
d67,d67,UberX,Uttara-7,1,0.00,0,0.0,0
d68,d68,Premium,Mirpur-1,1,0.00,0,0.0,0
d69,d69,Bike,Mirpur-10,1,0.00,0,0.0,0
d70,d70,CNG,Mirpur-12,1,0.00,0,0.0,0
d71,d71,UberX,Mohammadpur,1,0.00,0,0.0,0
d72,d72,Premium,Farmgate,1,0.00,0,0.0,0
d73,d73,Bike,Karwan Bazar,1,0.00,0,0.0,0
d74,d74,CNG,Shahbagh,1,0.00,0,0.0,0
d75,d75,UberX,Ramna,1,0.00,0,0.0,0
d76,d76,Premium,Motijheel,1,0.00,0,0.0,0
d77,d77,Bike,Paltan,1,0.00,0,0.0,0
d78,d78,CNG,Kamalapur,1,0.00,0,0.0,0
d79,d79,UberX,Jatrabari,1,0.00,0,0.0,0
d80,d80,Premium,Demra,1,0.00,0,0.0,0
d81,d81,Bike,Wari,1,368.00,2,4.5,2
d82,d82,CNG,Rampura,1,0.00,0,0.0,0
d83,d83,UberX,Malibagh,1,0.00,0,0.0,0
d84,d84,Premium,Moghbazar,1,0.00,0,0.0,0
d85,d85,Bike,Demra,1,156.00,1,5.0,1
d86,d86,CNG,Agargaon,1,0.00,0,0.0,0
d87,d87,UberX,Shewrapara,1,0.00,0,0.0,0
d88,d88,Premium,Kazipara,1,0.00,0,0.0,0
d89,d89,Bike,Pallabi,1,0.00,0,0.0,0
d90,d90,CNG,Kallyanpur,1,0.00,0,0.0,0
d91,d91,UberX,Gabtoli,1,0.00,0,0.0,0
d92,d92,Premium,Hazaribagh,1,0.00,0,0.0,0
d93,d93,Bike,Lalbagh,1,0.00,0,0.0,0
d94,d94,CNG,Chawk Bazar,1,0.00,0,0.0,0
d95,d95,UberX,Sadarghat,1,0.00,0,0.0,0
d96,d96,Premium,Keraniganj,1,0.00,0,0.0,0
d97,d97,Bike,Shyampur,1,0.00,0,0.0,0
d98,d98,CNG,Postogola,1,0.00,0,0.0,0
d99,d99,UberX,Wari,1,0.00,0,0.0,0
d100,d100,Premium,Sutrapur,1,0.00,0,0.0,0
d101,d101,Bike,Bangshal,1,0.00,0,0.0,0
d102,d102,CNG,Islampur,1,0.00,0,0.0,0
d103,d103,UberX,New Market,1,0.00,0,0.0,0
d104,d104,Premium,Elephant Road,1,0.00,0,0.0,0
d105,d105,Bike,Science Lab,1,0.00,0,0.0,0
d106,d106,CNG,Green Road,1,0.00,0,0.0,0
d107,d107,UberX,Panthapath,1,0.00,0,0.0,0
d108,d108,Premium,Bashundhara,1,0.00,0,0.0,0
d109,d109,Bike,Kuril,1,0.00,0,0.0,0
d110,d110,CNG,Nikunja,1,0.00,0,0.0,0
d111,d111,UberX,Airport,1,0.00,0,0.0,0
d112,d112,Premium,Khilkhet,1,0.00,0,0.0,0
d113,d113,Bike,Baridhara,1,0.00,0,0.0,0
d114,d114,CNG,DOHS Mohakhali,1,0.00,0,0.0,0
d115,d115,UberX,Mohakhali,1,0.00,0,0.0,0
d116,d116,Premium,Nakhalpara,1,0.00,0,0.0,0
d117,d117,Bike,Eskaton,1,0.00,0,0.0,0
d118,d118,CNG,Hatirpool,1,0.00,0,0.0,0
d119,d119,UberX,Kakrail,1,0.00,0,0.0,0
d120,d120,Premium,Bijoynagar,1,0.00,0,0.0,0
d121,d121,Bike,Dhanmondi,1,0.00,0,0.0,0
d122,d122,CNG,Gulshan-1,1,0.00,0,0.0,0
d123,d123,UberX,Gulshan-2,1,0.00,0,0.0,0
d124,d124,Premium,Banani,1,0.00,0,0.0,0
d125,d125,Bike,Uttara-1,1,0.00,0,0.0,0
d126,d126,CNG,Uttara-3,1,0.00,0,0.0,0
d127,d127,UberX,Uttara-7,1,0.00,0,0.0,0
d128,d128,Premium,Mirpur-1,1,0.00,0,0.0,0
d129,d129,Bike,Mirpur-10,1,0.00,0,0.0,0
d130,d130,CNG,Mirpur-12,1,0.00,0,0.0,0
d131,d131,UberX,Mohammadpur,1,0.00,0,0.0,0
d132,d132,Premium,Farmgate,1,0.00,0,0.0,0
d133,d133,Bike,Karwan Bazar,1,0.00,0,0.0,0
d134,d134,CNG,Shahbagh,1,0.00,0,0.0,0
d135,d135,UberX,Ramna,1,0.00,0,0.0,0
d136,d136,Premium,Motijheel,1,0.00,0,0.0,0
d137,d137,Bike,Paltan,1,0.00,0,0.0,0
d138,d138,CNG,Kamalapur,1,0.00,0,0.0,0
d139,d139,UberX,Jatrabari,1,0.00,0,0.0,0
d140,d140,Premium,Demra,1,0.00,0,0.0,0
d141,d141,Bike,Demra,1,162.96,1,5.0,1
d142,d142,CNG,Rampura,1,0.00,0,0.0,0
d143,d143,UberX,Malibagh,1,0.00,0,0.0,0
d144,d144,Premium,Moghbazar,1,0.00,0,0.0,0
d145,d145,Bike,Demra,1,168.00,1,5.0,1
d146,d146,CNG,Agargaon,1,0.00,0,0.0,0
d147,d147,UberX,Shewrapara,1,0.00,0,0.0,0
d148,d148,Premium,Kazipara,1,0.00,0,0.0,0
d149,d149,Bike,Pallabi,1,0.00,0,0.0,0
d150,d150,CNG,Kallyanpur,1,0.00,0,0.0,0
d151,d151,UberX,Gabtoli,1,0.00,0,0.0,0
d152,d152,Premium,Hazaribagh,1,0.00,0,0.0,0
d153,d153,Bike,Lalbagh,1,0.00,0,0.0,0
d154,d154,CNG,Chawk Bazar,1,0.00,0,0.0,0
d155,d155,UberX,Sadarghat,1,0.00,0,0.0,0
d156,d156,Premium,Keraniganj,1,0.00,0,0.0,0
d157,d157,Bike,Shyampur,1,0.00,0,0.0,0
d158,d158,CNG,Postogola,1,0.00,0,0.0,0
d159,d159,UberX,Wari,1,0.00,0,0.0,0
d160,d160,Premium,Sutrapur,1,0.00,0,0.0,0
d161,d161,Bike,Bangshal,1,0.00,0,0.0,0
d162,d162,CNG,Islampur,1,0.00,0,0.0,0
d163,d163,UberX,New Market,1,0.00,0,0.0,0
d164,d164,Premium,Elephant Road,1,0.00,0,0.0,0
d165,d165,Bike,Science Lab,1,0.00,0,0.0,0
d166,d166,CNG,Green Road,1,0.00,0,0.0,0
d167,d167,UberX,Panthapath,1,0.00,0,0.0,0
d168,d168,Premium,Bashundhara,1,0.00,0,0.0,0
d169,d169,Bike,Kuril,1,0.00,0,0.0,0
d170,d170,CNG,Nikunja,1,0.00,0,0.0,0
d171,d171,UberX,Airport,1,0.00,0,0.0,0
d172,d172,Premium,Khilkhet,1,0.00,0,0.0,0
d173,d173,Bike,Baridhara,1,0.00,0,0.0,0
d174,d174,CNG,DOHS Mohakhali,1,0.00,0,0.0,0
d175,d175,UberX,Mohakhali,1,0.00,0,0.0,0
d176,d176,Premium,Nakhalpara,1,0.00,0,0.0,0
d177,d177,Bike,Eskaton,1,0.00,0,0.0,0
d178,d178,CNG,Hatirpool,1,0.00,0,0.0,0
d179,d179,UberX,Kakrail,1,0.00,0,0.0,0
d180,d180,Premium,Bijoynagar,1,0.00,0,0.0,0
d181,d181,Bike,Dhanmondi,1,0.00,0,0.0,0
d182,d182,CNG,Gulshan-1,1,0.00,0,0.0,0
d183,d183,UberX,Gulshan-2,1,0.00,0,0.0,0
d184,d184,Premium,Banani,1,0.00,0,0.0,0
d185,d185,Bike,Uttara-1,1,0.00,0,0.0,0
d186,d186,CNG,Uttara-3,1,0.00,0,0.0,0
d187,d187,UberX,Uttara-7,1,0.00,0,0.0,0
d188,d188,Premium,Mirpur-1,1,0.00,0,0.0,0
d189,d189,Bike,Mirpur-10,1,0.00,0,0.0,0
d190,d190,CNG,Mirpur-12,1,0.00,0,0.0,0
d191,d191,UberX,Mohammadpur,1,0.00,0,0.0,0
d192,d192,Premium,Farmgate,1,0.00,0,0.0,0
d193,d193,Bike,Karwan Bazar,1,0.00,0,0.0,0
d194,d194,CNG,Shahbagh,1,0.00,0,0.0,0
d195,d195,UberX,Ramna,1,0.00,0,0.0,0
d196,d196,Premium,Motijheel,1,0.00,0,0.0,0
d197,d197,Bike,Paltan,1,0.00,0,0.0,0
d198,d198,CNG,Kamalapur,1,0.00,0,0.0,0
d199,d199,UberX,Jatrabari,1,0.00,0,0.0,0
d200,d200,Premium,Demra,1,0.00,0,0.0,0
d201,d201,Bike,Badda,1,0.00,0,0.0,0
d202,d202,CNG,Rampura,1,0.00,0,0.0,0
d203,d203,UberX,Malibagh,1,0.00,0,0.0,0
d204,d204,Premium,Moghbazar,1,0.00,0,0.0,0
d205,d205,Bike,Elephant Road,1,100.00,1,5.0,1
d206,d206,CNG,Agargaon,1,0.00,0,0.0,0
d207,d207,UberX,Shewrapara,1,0.00,0,0.0,0
d208,d208,Premium,Kazipara,1,0.00,0,0.0,0
d209,d209,Bike,Pallabi,1,0.00,0,0.0,0
d210,d210,CNG,Kallyanpur,1,0.00,0,0.0,0
d211,d211,UberX,Gabtoli,1,0.00,0,0.0,0
d212,d212,Premium,Hazaribagh,1,0.00,0,0.0,0
d213,d213,Bike,Lalbagh,1,0.00,0,0.0,0
d214,d214,CNG,Chawk Bazar,1,0.00,0,0.0,0
d215,d215,UberX,Sadarghat,1,0.00,0,0.0,0
d216,d216,Premium,Keraniganj,1,0.00,0,0.0,0
d217,d217,Bike,Shyampur,1,0.00,0,0.0,0
d218,d218,CNG,Postogola,1,0.00,0,0.0,0
d219,d219,UberX,Wari,1,0.00,0,0.0,0
d220,d220,Premium,Sutrapur,1,0.00,0,0.0,0
d221,d221,Bike,Bangshal,1,0.00,0,0.0,0
d222,d222,CNG,Islampur,1,0.00,0,0.0,0
d223,d223,UberX,New Market,1,0.00,0,0.0,0
d224,d224,Premium,Elephant Road,1,0.00,0,0.0,0
d225,d225,Bike,Science Lab,1,0.00,0,0.0,0
d226,d226,CNG,Green Road,1,0.00,0,0.0,0
d227,d227,UberX,Panthapath,1,0.00,0,0.0,0
d228,d228,Premium,Bashundhara,1,0.00,0,0.0,0
d229,d229,Bike,Kuril,1,0.00,0,0.0,0
d230,d230,CNG,Nikunja,1,0.00,0,0.0,0
d231,d231,UberX,Airport,1,0.00,0,0.0,0
d232,d232,Premium,Khilkhet,1,0.00,0,0.0,0
d233,d233,Bike,Baridhara,1,0.00,0,0.0,0
d234,d234,CNG,DOHS Mohakhali,1,0.00,0,0.0,0
d235,d235,UberX,Mohakhali,1,0.00,0,0.0,0
d236,d236,Premium,Nakhalpara,1,0.00,0,0.0,0
d237,d237,Bike,Eskaton,1,0.00,0,0.0,0
d238,d238,CNG,Hatirpool,1,0.00,0,0.0,0
d239,d239,UberX,Kakrail,1,0.00,0,0.0,0
d240,d240,Premium,Bijoynagar,1,0.00,0,0.0,0
d241,d241,Bike,Dhanmondi,1,0.00,0,0.0,0
d242,d242,CNG,Gulshan-1,1,0.00,0,0.0,0
d243,d243,UberX,Gulshan-2,1,0.00,0,0.0,0
d244,d244,Premium,Banani,1,0.00,0,0.0,0
d245,d245,Bike,Uttara-1,1,0.00,0,0.0,0
d246,d246,CNG,Uttara-3,1,0.00,0,0.0,0
d247,d247,UberX,Uttara-7,1,0.00,0,0.0,0
d248,d248,Premium,Mirpur-1,1,0.00,0,0.0,0
d249,d249,Bike,Mirpur-10,1,0.00,0,0.0,0
d250,d250,CNG,Mirpur-12,1,0.00,0,0.0,0
d251,d251,UberX,Mohammadpur,1,0.00,0,0.0,0
d252,d252,Premium,Farmgate,1,0.00,0,0.0,0
d253,d253,Bike,Karwan Bazar,1,0.00,0,0.0,0
d254,d254,CNG,Shahbagh,1,0.00,0,0.0,0
d255,d255,UberX,Ramna,1,0.00,0,0.0,0
d256,d256,Premium,Motijheel,1,0.00,0,0.0,0
d257,d257,Bike,Paltan,1,0.00,0,0.0,0
d258,d258,CNG,Kamalapur,1,0.00,0,0.0,0
d259,d259,UberX,Jatrabari,1,0.00,0,0.0,0
d260,d260,Premium,Demra,1,0.00,0,0.0,0
d261,d261,Bike,Badda,1,0.00,0,0.0,0
d262,d262,CNG,Rampura,1,0.00,0,0.0,0
d263,d263,UberX,Malibagh,1,0.00,0,0.0,0
d264,d264,Premium,Moghbazar,1,0.00,0,0.0,0
d265,d265,Bike,Demra,1,168.00,1,5.0,1
d266,d266,CNG,Agargaon,1,0.00,0,0.0,0
d267,d267,UberX,Shewrapara,1,0.00,0,0.0,0
d268,d268,Premium,Kazipara,1,0.00,0,0.0,0
d269,d269,Bike,Pallabi,1,0.00,0,0.0,0
d270,d270,CNG,Kallyanpur,1,0.00,0,0.0,0
d271,d271,UberX,Gabtoli,1,0.00,0,0.0,0
d272,d272,Premium,Hazaribagh,1,0.00,0,0.0,0
d273,d273,Bike,Lalbagh,1,0.00,0,0.0,0
d274,d274,CNG,Chawk Bazar,1,0.00,0,0.0,0
d275,d275,UberX,Sadarghat,1,0.00,0,0.0,0
d276,d276,Premium,Keraniganj,1,0.00,0,0.0,0
d277,d277,Bike,Shyampur,1,0.00,0,0.0,0
d278,d278,CNG,Postogola,1,0.00,0,0.0,0
d279,d279,UberX,Wari,1,0.00,0,0.0,0
d280,d280,Premium,Sutrapur,1,0.00,0,0.0,0
d281,d281,Bike,Bangshal,1,0.00,0,0.0,0
d282,d282,CNG,Islampur,1,0.00,0,0.0,0
d283,d283,UberX,New Market,1,0.00,0,0.0,0
d284,d284,Premium,Elephant Road,1,0.00,0,0.0,0
d285,d285,Bike,Science Lab,1,0.00,0,0.0,0
d286,d286,CNG,Green Road,1,0.00,0,0.0,0
d287,d287,UberX,Panthapath,1,0.00,0,0.0,0
d288,d288,Premium,Bashundhara,1,0.00,0,0.0,0
d289,d289,Bike,Kuril,1,0.00,0,0.0,0
d290,d290,CNG,Nikunja,1,0.00,0,0.0,0
